"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
81002850,movie,"5cm",rizal mantovani,"herjunot ali, raline shah, fedi nuril, pevita pearce, saykoji, denny sumargo, didi petet, firrina sinatrya",indonesia,"2018-09-28",2012,tv-14,"126 min","dramas, international movies","five friends embark on a mission to climb the highest peak in java, overcoming obstacles on the way and discovering the true meaning of friendship.",126.0
81004470,movie,animal world,han yan,"li yi feng, zhou dongyu, michael douglas, bingkun cao, ge wang, keanu chi, zhang jungyi, yijuan li, su ke",china,"2018-09-28",2018,tv-ma,"130 min","action & adventure, international movies, sci-fi & fantasy","an unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",130.0
80157072,movie,hold the dark,jeremy saulnier,"jeffrey wright, alexander skarsgård, james badge dale, riley keough, julian black antelope, tantoo cardinal, macon blair, jonathan whitesell, peter mcrobbie",united states,"2018-09-28",2018,tv-ma,"126 min","action & adventure, dramas","in the grim alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",126.0
81001809,movie,lessons from a school shooting: notes from dunblane,kim a. snyder,"",united states,"2018-09-28",2018,tv-pg,"24 min",documentaries,"two priests – one from dunblane, scotland, the other from newtown, connecticut – bond over school tragedies that occurred 16 years apart.",24.0
80201933,tv show,made in mexico,"","",united states,"2018-09-28",2018,tv-ma,"1 Season","international tv shows, reality tv, spanish-language tv shows","these mexico city socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",480.0
81002864,movie,single,raditya dika,"raditya dika, annisa rawles, chandra liow, pandji pragiwaksono, babe cabita, elvira devinamira, tinna harahap, pevita pearce, rinna hassim, dede yusuf, dewi hughes",indonesia,"2018-09-28",2015,tv-pg,"127 min","comedies, international movies, romantic movies","unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.",127.0
81016750,movie,the 3rd eye,rocky soraya,"jessica mila, denny sumargo, citra prima, bianca hello, epy kusnandar, anita hara, derry drajat, voke victoria, shofia shireen, afdhal yusman",indonesia,"2018-09-28",2018,tv-ma,"108 min","horror movies, international movies","when her little sister claims she sees the dead, alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",108.0
81002866,movie,the sinking of van der wijck,sunil soraya,"herjunot ali, pevita pearce, reza rahadian, randy nidji, gesya shandy, kevin andrean, arzetti bilbina",indonesia,"2018-09-28",2013,tv-14,"163 min","dramas, international movies, romantic movies","when a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.",163.0
80992039,movie,two catalonias,"álvaro longoria, gerardo olivares","",spain,"2018-09-28",2018,tv-ma,"117 min","documentaries, international movies",lawmakers and activists with conflicting ideologies speak about the complexities of catalonia's politics and the fight for its independence from spain.,117.0
80126507,movie,bobby sands: 66 days,brendan byrne,"","ireland, united kingdom","2017-09-28",2016,tv-14,"106 min",documentaries,"in 1981, an imprisoned irish republican army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.",106.0
80225885,tv show,bard of blood,"","emraan hashmi, viineet kumar, sobhita dhulipala, jaideep ahlawat, kirti kulhari, sohum shah, rajit kapoor, danish hussain",india,"2019-09-27",2019,tv-ma,"1 Season","international tv shows, tv action & adventure, tv dramas","years after a disastrous job in balochistan, a former indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",480.0
81132443,movie,deliha 2,gupse özay,"gupse özay, eda ece, aksel bonfil, derya alabora, esin eden, hülya duyar, ali çelik, mert öner",turkey,"2019-09-27",2018,tv-pg,"102 min","comedies, international movies","while chasing her dream of becoming a chef, zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.",102.0
80218107,tv show,dragons: rescue riders,"","nicolas cantu, brennley brown, zach callison, skai jackson, noah kaye bentley, andre robinson, marsai martin","","2019-09-27",2019,tv-y,"1 Season","kids' tv, tv comedies","twins dak and leyla and their dragon friends devote their lives to rescuing others, defending their home of huttsgalor and having fun along the way.",480.0
80231903,movie,in the shadow of the moon,jim mickle,"boyd holbrook, michael c. hall, cleopatra coleman, bokeem woodbine, rudi dharmalingam, rachel keller",united states,"2019-09-27",2019,tv-ma,"116 min","dramas, sci-fi & fantasy, thrillers",a philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,116.0
80220715,tv show,skylines,"","edin hasanovic, peri baumeister, murathan muslu, erdal yıldız, richy müller, anna herrmann, sahin eryilmaz, lisa maria potthoff, carol schuler, dustin jérôme schanz, nimo, christopher schärf, slavko popadic","","2019-09-27",2019,tv-ma,"1 Season","crime tv shows, international tv shows, tv dramas",a hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.,480.0
80241248,tv show,the politician,"","ben platt, gwyneth paltrow, jessica lange, zoey deutch, lucy boynton, bob balaban, david corenswet, julia schlaepfer, laura dreyfuss, theo germaine, rahne jones, benjamin barrett",united states,"2019-09-27",2019,tv-14,"1 Season","tv comedies, tv dramas, teen tv shows",rich kid payton has always known he's going to be president. but first he has to navigate the most treacherous political landscape of all: high school.,480.0
81012295,movie,weeds on fire,chi fat chan,"liu kai chi, lam yiu-sing, tony tsz-tung wu, poon chan-leung, sun li man, tam sin yin, sham ka ki, wang simin, jan lamb",hong kong,"2018-09-27",2016,tv-14,"95 min","dramas, independent movies, international movies","in 1980s hong kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",95.0
80060037,movie,much loved,nabil ayouch,"loubna abidar, asmaa lazrak, halima karaouane, sara el mhamdi elaaloui, abdellah didane, danny boushebel, carlo brandt, camélia montassere","france, morocco","2017-09-27",2015,tv-ma,"104 min","dramas, independent movies, international movies",four friends who make their living as prostitutes in morocco deal with both the dangers and stigma that come with their profession.,104.0
60003155,movie,joseph: king of dreams,"rob laduca, robert c. ramirez","ben affleck, mark hamill, richard herd, maureen mcgovern, jodi benson, judith light, james eckhouse, richard mcgonagle, david campbell, steven weber, dan castellaneta, rene auberjonois, ken hudson campbell, tom virtue, jeff bennett",united states,"2011-09-27",2000,tv-pg,"75 min","children & family movies, dramas, faith & spirituality","with his gift of dream interpretation and his brilliantly colored coat, joseph inspires jealousy in his brothers in this animated bible story.",75.0
81177238,movie,malaal,mangesh hadawale,"meezaan jaffrey, sharmin segal, chinmaya surve, anil gawas, sonal jha, sanjay gurbaxani, sameer dharmadhikari, deepak damle",india,"2019-09-26",2019,tv-14,"133 min","international movies, romantic movies","class divides become thorns in the budding romance between the crony of a nativist mumbai politician and the new, north indian resident of his chawl.",133.0
70270775,movie,the grandmaster,wong kar wai,"tony leung chiu-wai, zhang ziyi, chang chen, xiao shen-yang, zhao benshan, song hye-kyo, wang qingxiang, zhang jin, lo hoi-pang, cung le, julian cheung","hong kong, china","2019-09-26",2013,pg-13,"108 min","action & adventure, dramas, international movies","as the japanese invasion looms, chinese kung fu master ip man's world changes when rival master gong er and her father arrive in his village.",108.0
81025403,tv show,the inmate,"","ignacio serricchio, ana claudia talancón, flavio medina, luis felipe tovar, mariana seoane, guy ecker, isabella castillo, bradley stryker, gustavo sánchez parra, leonardo ortizgris, alejandro calva, rodrigo oviedo, ramón medína, erik hayser, tiaré scanda",mexico,"2019-09-26",2018,tv-ma,"1 Season","crime tv shows, international tv shows, spanish-language tv shows",a former marine poses as an inmate inside a mexican prison in order to infiltrate a gang suspected of kidnapping a u.s. judge's teen daughter.,480.0
80215923,movie,the hurricane heist,rob cohen,"toby kebbell, maggie grace, ryan kwanten, ralph ineson, melissa bolona, ben cross, jamie andrew cutler",united states,"2018-09-26",2018,pg-13,"103 min",action & adventure,a deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a u.s. treasury outpost in mississippi.,103.0
80151483,movie,def comedy jam 25,louis j. horvitz,"dave chappelle, steve harvey, cedric the entertainer, martin lawrence, tiffany haddish, katt williams, craig robinson, d.l. hughley, eddie griffin, j.b. smoove, joe torry, kid capri, mike epps, sheryl underwood, tracy morgan, deon cole",united states,"2017-09-26",2017,tv-ma,"82 min",stand-up comedy,"in this special live event, giants of stand-up come together to commemorate the 25th anniversary of russell simmons's groundbreaking ""def comedy jam.""",82.0
80173625,movie,restless creature: wendy whelan,"linda saffire, adam schlesinger","peter martins, sean suozzi, gretchen smith, ashley laracey, tiler peck, damian woetzel, albert evans, sterling hyltin, craig hall, peter boal, karen young, michelle rodriguez, jock soto, adam barrett",united states,"2017-09-26",2016,tv-ma,"94 min",documentaries,"after 30 years with the new york city ballet, celebrated dancer wendy whelan redefines herself as an artist in a new stage of life.",94.0
80005444,movie,print the legend,"luis lopez, clay tweel","",united states,"2014-09-26",2014,tv-14,"100 min",documentaries,"this award-winning, original documentary chronicles the race for market leadership in 3d printing, the next wave of technological evolution.",100.0
80244682,movie,birders,otilia portillo padua,"","united states, mexico","2019-09-25",2019,tv-g,"38 min","documentaries, international movies",bird watchers on both sides of the u.s.-mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,38.0
81075519,movie,furie,le van kiet,"ngo thanh van, phan thanh nhien, mai cat vi, thanh hoa, pham anh khoa",vietnam,"2019-09-25",2019,tv-ma,"97 min","action & adventure, dramas, international movies","when traffickers kidnap her daughter from their village, vengeful hai phuong returns to saigon – and her outlaw roots – to take down the abductors.",97.0
